sample,super_pop,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
HG02941,AFR,311.44574,22.879398,1.8235807,1.5651884,0.3056964,19.352093,11.4537115,42.303596,0.13148758,-22.415165,-7.2628865,-5.754615
HG02943,AFR,315.29718,22.200237,0.19504596,-2.0749512,0.9397437,18.922604,11.766628,46.252243,-2.84951,-14.751005,10.760407,-14.151835
HG02944,AFR,311.99466,22.671106,-1.0250576,0.96755016,1.767241,18.402412,11.803623,50.283783,-0.060283896,-15.273902,-6.3161354,15.947701
HG02946,AFR,312.30548,22.06956,0.2659982,0.9768138,-0.8005328,20.054575,13.947516,46.78892,-2.1439407,-16.833038,-3.4512868,-13.588387
HG02947,AFR,315.10757,23.417562,0.026412947,0.62009126,-2.1615777,18.47229,10.112516,45.919548,0.3829462,-12.201032,0.11627027,0.050745632
HG02952,AFR,313.64148,23.376402,-0.6116645,0.25998703,-0.57801384,17.263172,8.508598,44.69571,5.387388,-17.818174,0.9247199,-2.9716341
HG02953,AFR,310.68295,21.58511,-1.3779827,-0.7756957,-2.2420015,20.808008,10.668308,44.52834,-1.1487985,-23.404839,0.9646248,2.2962403
HG02968,AFR,312.67877,22.965567,1.0006311,-0.48544848,-2.2786896,12.695691,12.489366,47.69606,-1.9161341,-3.9490712,-9.176192,-10.781905
HG02970,AFR,314.45743,23.176342,0.72383875,1.2787523,-1.6281451,15.842653,12.599776,42.349266,6.256094,-18.425926,-0.5717903,-0.8113625
HG02971,AFR,316.25558,20.501585,-0.79274476,-0.19467853,-3.5078285,21.215113,13.427608,44.618763,-0.48119047,-8.14365,-2.8087373,-9.941215
HG02973,AFR,312.30643,22.307255,0.175445,1.3022465,-0.9326107,20.031307,8.46274,42.289948,2.2596369,-10.721905,-1.541248,-11.699984
HG02974,AFR,309.6673,21.617472,0.8260906,1.4766674,-0.8550012,22.282143,13.423244,46.250885,-2.0210583,-16.434206,-12.277887,-8.213051
HG02976,AFR,313.91437,22.970516,0.098690905,1.4909121,-1.7953502,16.862387,12.595042,38.733162,0.7616713,3.116131,-5.8299923,1.8953648
HG02977,AFR,311.6467,21.22681,-0.2828486,-1.2444848,-0.40446997,22.522789,13.437044,51.556053,3.463586,-23.42831,-6.0841093,-3.963557
HG02979,AFR,311.72748,22.802631,-0.12324076,1.4175588,-0.026250932,19.019894,8.713867,28.611456,-0.2286539,-6.0192084,-5.412109,-1.551408
HG02981,AFR,311.79385,20.20018,0.11659611,0.27513412,-2.3530538,16.033375,10.021153,44.75903,-1.9058838,-18.519024,-0.6382794,-12.029714
HG02982,AFR,304.01776,19.06374,-0.16283835,-0.3695377,1.8632249,-69.06894,-10.093025,-43.25229,4.0321383,-26.925508,11.7870455,-11.887959
HG02983,AFR,299.42493,17.645687,-1.8100806,-1.9253734,0.42515305,-71.19576,-11.301352,-39.353252,-1.1020209,-31.60512,-2.8328056,-2.7020545
HG03006,SAS,-99.37883,-12.377184,99.88761,39.205997,4.4624023,-1.826081,1.6953957,2.4746325,-4.9318986,-0.13847081,0.39736205,6.354641
HG03007,SAS,-100.88156,-13.521749,98.25956,40.696358,-2.215478,0.7498988,4.1703033,0.22423197,-3.203908,-0.44393685,-4.4421415,4.562876
HG03009,SAS,-99.59541,-14.526117,99.28085,38.253616,-1.4946645,-0.61541337,1.9260299,1.7890716,-5.310504,9.127632,-1.3930731,5.5501056
HG03012,SAS,-98.77038,-10.807346,100.49615,38.03202,-0.24693292,-1.490543,2.0923383,0.4620781,-4.094028,0.20133863,-4.7117853,1.6297427
HG03015,SAS,-98.319374,-32.043343,104.85859,44.18265,-1.3778248,0.015327663,-2.0356858,0.5081347,-25.591644,-3.4401736,7.448428,-8.521008
HG03016,SAS,-95.849434,-32.925503,105.43869,44.36861,1.9009099,0.16441083,-1.840236,-2.5582614,-24.01173,-7.360118,2.5196903,-5.7107763
HG03018,SAS,-95.9601,-34.087925,106.30233,41.872524,1.1116142,-0.44595587,4.1927114,-2.4010196,-27.477352,-7.1145587,5.0946836,-10.289998
HG03019,SAS,-95.51388,-30.35573,108.9155,43.094284,-1.2800573,1.354817,2.7795243,0.15818271,-23.733105,-9.472289,4.592056,-10.567403
HG03021,SAS,-96.666275,-31.988907,107.54311,45.303883,-1.9756764,0.67058575,5.418804,-0.86961454,-27.549622,-8.01784,4.743843,-4.13957
HG03022,SAS,-95.87476,-43.894695,100.734184,40.577396,1.5501983,0.78756016,1.0623552,-1.4540833,-27.361301,-11.240746,5.9854956,-9.206455
HG03024,AFR,306.06924,21.163546,-1.4103912,-0.6914087,0.58854,-67.62201,-10.9789095,-38.283775,-0.31230336,-23.20845,-3.6865773,3.151647
HG03025,AFR,306.62448,21.926382,-1.0917863,-2.6336813,1.9534552,-63.476315,-9.564057,-39.65831,1.8036244,-10.017277,3.266115,-1.3518255
HG03027,AFR,304.71887,21.185095,2.1042676,1.1341611,2.899866,-68.110466,-12.157064,-41.373158,-0.5543889,-22.595043,-2.3507936,-19.386261
HG03028,AFR,304.99078,19.661512,0.08165799,-1.2174275,1.2792014,-62.335167,-12.416903,-38.993828,-1.024206,-12.143333,-1.2694443,-6.02141
HG03039,AFR,306.19226,18.854513,0.40744755,-1.0762658,0.879576,-60.889328,-9.555896,-28.3895,-1.3337879,-24.825071,5.712956,-11.827266
HG03040,AFR,306.40222,19.695145,-1.1609946,-2.3535495,-0.571817,-38.389038,-1.855154,-5.5150266,-7.914668,4.940179,8.365616,2.6071823
HG03045,AFR,296.36505,20.109503,0.9508098,-2.2994823,1.1354879,-61.173717,-13.113834,-35.768063,-2.6758955,-12.150961,4.4235773,-8.378403
HG03046,AFR,298.63855,18.626339,2.2277255,-0.97747916,-0.034577526,-64.079796,-13.134693,-34.7237,-0.1881076,-32.4257,2.1994357,-2.519329
HG03048,AFR,302.1123,19.322529,-1.3889378,-0.75379056,0.047788024,-70.80768,-9.862086,-43.640602,0.09893621,-34.399025,0.2699972,-8.934847
HG03049,AFR,304.0684,19.261396,-2.4565232,-2.1811411,4.4889174,-72.021034,-15.948743,-43.81606,2.1403391,-53.587315,0.35948423,-12.89886
HG03052,AFR,311.80167,20.94799,2.201486,-0.45346203,-1.609324,-33.626137,-3.4479346,-14.086691,0.14124869,51.95543,3.3790486,21.842695
HG03054,AFR,313.99515,24.42869,2.0020018,1.5894238,-0.6023766,-43.92223,-3.654746,-10.15126,-1.18908,53.65172,-4.522581,9.503022
HG03055,AFR,310.4594,22.037495,1.5579532,1.3990396,-0.5649541,-34.71427,-0.69079363,-14.526824,-2.1630352,56.449036,-10.502802,20.901873
HG03057,AFR,313.1731,21.009098,-1.2110337,2.3452778,-1.7366308,-36.318436,0.464989,-13.3868065,-5.890847,47.3556,-9.300906,8.50989
HG03058,AFR,311.18143,23.810051,1.5173337,-1.7494963,-0.41205573,-43.784637,0.25037003,-4.5709214,3.7395682,46.439953,-1.7163199,17.604996
HG03060,AFR,309.57184,21.452227,-0.69276434,1.1844748,2.0072873,-39.93977,-1.3474442,-5.8016586,-7.2398834,42.086006,-9.528859,8.578737
HG03061,AFR,312.8675,22.118874,1.6510212,2.3234544,-1.2564787,-39.469627,0.021527434,-10.680398,2.3248706,44.087418,0.98609585,21.887154
HG03063,AFR,309.54358,20.574446,1.2539134,0.52362263,-1.649969,-40.233402,-2.7284956,-7.3084283,0.91858846,38.22635,-6.9136868,7.729119
HG03064,AFR,312.21213,23.511997,-0.2506758,0.6943679,0.052167006,-34.569206,-2.6685302,-9.047904,-4.6277533,51.797577,-4.261981,12.781016
HG03066,AFR,312.4703,20.69859,2.714344,1.8418406,-3.4892914,-35.42526,-1.0740741,-3.2766025,3.6779726,51.841248,-4.2970123,11.066704
HG03069,AFR,312.019,23.167746,1.1736326,0.7267213,-1.282286,-36.23189,-1.5328946,-9.611802,-5.9128523,58.23515,8.808894,10.475415
HG03072,AFR,311.85266,22.435896,1.0588722,0.06461011,2.9332192,-44.59428,-1.5861701,-11.06662,-11.478505,56.824673,-6.6980968,17.68991
HG03073,AFR,307.73807,21.357452,-0.06867754,-0.7438562,1.5589498,-45.48025,-3.650147,-13.965762,0.046761718,60.258026,5.0061073,19.289543
HG03074,AFR,311.6701,22.568714,1.801849,-0.46286008,-0.5578315,-40.96538,-0.8415981,-10.418423,-1.0873219,45.077858,-2.7142158,16.96167
HG03077,AFR,312.10278,23.403954,0.6937592,-0.3182987,-2.127706,-39.72178,-0.5082854,-2.829394,3.2089999,48.899532,1.3463792,2.4547093
HG03078,AFR,312.6664,21.947882,1.2831326,0.7488142,0.35717598,-39.06128,0.5250008,-4.062969,-0.43623793,53.978954,-4.253801,20.605392
HG03079,AFR,315.07404,22.03206,0.82517946,-0.48531598,-1.9236548,-39.584892,-1.1213224,-11.460444,-9.235875,58.072464,0.5225784,-0.055599116
HG03081,AFR,313.64697,22.349886,-1.9176512,0.38335526,1.8605554,-33.411068,-0.44763598,-10.429944,-3.4759562,59.59408,-4.129825,7.295264
HG03082,AFR,313.24805,20.591915,-2.1182067,0.05142409,-2.300545,-41.146416,1.210094,-11.0691185,-1.3706394,35.416393,0.39104652,7.620458
HG03084,AFR,310.60425,21.91346,0.18673384,0.72954065,1.0248724,-39.637688,0.7979524,-12.108539,-3.6921773,35.502743,-13.524889,5.927224
HG03085,AFR,312.38324,22.308233,1.0284959,1.3395631,1.5536814,-38.318924,-1.766485,-7.766858,-10.562885,43.86861,-9.752878,34.561718
HG03086,AFR,311.5514,22.774147,-0.14352815,-1.8844639,0.22420183,-36.048706,-2.6656418,-2.9483795,-8.467966,33.3235,-3.0936556,25.838644
HG03088,AFR,307.5001,21.323717,-1.3089134,-0.62745047,-3.616891,-49.392834,-4.2072816,-16.018553,1.039952,16.209452,1.5157243,-3.0198205
HG03091,AFR,311.2467,21.579721,0.60472316,1.667382,-1.9351943,-37.861298,0.26428866,-8.691297,-4.251899,45.941628,-20.230335,9.498035
HG03095,AFR,310.86783,22.620916,1.348059,1.661815,-0.21190585,-42.08078,0.25378942,-8.846294,-2.3227582,57.373863,-15.442589,14.15452
HG03096,AFR,310.87088,22.247496,-0.2192524,1.3514178,-1.6315445,-38.26404,-0.42597577,-10.589807,-6.8603997,44.120754,3.0112178,16.468918
HG03097,AFR,312.9846,22.781982,-2.3226478,-1.548191,1.4956806,-36.624584,3.7248576,-9.840017,-4.0442557,64.46166,-4.0449076,14.773744
HG03099,AFR,317.10745,24.197676,-1.8237576,1.1309384,-1.9337721,23.676497,14.771794,47.757442,-4.1580477,-16.219664,-0.66270006,-11.936263
HG03100,AFR,310.6965,21.823414,-0.3228308,1.248444,-0.73636717,21.676424,13.041189,41.324787,-2.3046143,-14.36398,-2.10491,1.0480554
HG03103,AFR,311.38464,22.672497,-1.1770378,-0.14213873,-0.80993164,15.66776,11.70729,49.02976,2.055642,-10.265418,-2.1518636,8.378581
HG03105,AFR,314.50208,22.141573,0.06621651,-0.89186263,1.8483734,19.71736,11.089373,47.43501,-5.90391,-18.404875,-0.42052028,0.7037779
HG03108,AFR,314.9121,23.436094,0.47821677,1.6054118,-3.1064253,17.458708,12.0950165,47.433846,2.38079,-23.577375,4.8491354,-16.62404
HG03109,AFR,310.59497,22.293175,0.9254712,-0.13513164,-1.2887563,20.894552,10.299075,42.57914,-6.232131,-27.01325,-1.909722,-8.588324
HG03111,AFR,312.9764,24.199219,-0.18581733,1.6142781,-0.8413322,24.655836,8.434093,36.51995,5.223178,-15.220655,-1.0673054,-8.021408
HG03112,AFR,312.55548,20.592587,-2.4416485,-1.4999522,-0.46264666,23.496494,7.857129,45.199387,-3.0493717,-14.1905575,1.3645562,-3.1673872
HG03114,AFR,313.3551,22.496271,-1.0165339,1.7421937,-1.3327802,22.002563,13.650445,51.8996,1.4601783,-9.855271,-2.0627222,-13.922981
HG03115,AFR,313.8061,22.76022,0.8199782,-0.3365691,0.19718269,18.441738,11.605368,44.176105,-1.9254788,-2.557081,-4.654286,-7.0831437
HG03117,AFR,312.75052,21.002813,1.5401725,0.30215332,-2.2674,22.02667,11.50522,46.89718,5.8292985,-19.893621,-7.0232067,-0.5230524
HG03118,AFR,310.91812,22.315289,1.9435811,0.29741353,-0.8711203,18.08311,12.198837,43.89004,-0.908945,-8.980895,-5.7695813,-11.951559
HG03120,AFR,311.17282,22.22196,-0.54799086,1.4465361,-1.4363791,16.893602,9.894003,43.62069,5.0590186,-12.25128,5.9956894,-12.3739805
HG03121,AFR,311.61948,22.793833,1.8440742,-0.56242913,-1.5074158,26.46294,10.321959,47.417286,0.07443963,-19.631538,-7.017312,-1.0257257
HG03123,AFR,314.29584,22.905226,-0.24929623,-0.5305251,0.25407764,24.337091,11.9323845,49.399788,-1.6954255,-13.395685,-3.746078,-22.454247
HG03124,AFR,312.4158,22.85575,-1.1948075,-0.06975808,0.2759121,16.36838,9.7994375,42.425804,-4.4953895,-15.939436,-3.484849,5.075854
HG03126,AFR,311.43164,22.427835,0.20315203,-0.98780614,-4.1312385,21.008446,11.578169,47.942825,2.190261,-7.338813,-4.8121014,-8.024452
HG03127,AFR,311.09592,24.389662,0.17068435,1.3690661,-0.88063836,20.507502,11.240368,45.994823,-1.8639048,-9.291375,-15.330914,-0.7760661
HG03129,AFR,315.4026,21.861673,-1.5373058,-0.9317926,1.2090378,16.647795,11.424297,45.46028,2.4788024,-12.95732,3.7234056,-8.06111
HG03130,AFR,311.27756,22.247723,-0.42649013,-0.352753,0.09811013,19.236551,9.578634,46.316833,4.940516,-22.516268,1.7362533,-6.482288
HG03132,AFR,312.7282,21.74837,-0.5194189,-0.34942028,-1.441313,16.487644,9.547592,44.117317,4.32126,-6.664145,2.549968,4.035002
HG03133,AFR,311.7386,21.299408,-2.4187875,-0.07220013,-1.7092074,17.792032,11.214096,45.92753,-5.748264,-15.60174,-3.2690415,-17.046568
HG03135,AFR,311.45758,24.93358,1.5351787,1.1832612,-3.504481,20.810417,9.796676,42.701267,4.353166,-13.123174,5.2921367,2.4408817
HG03136,AFR,312.4234,23.210356,-0.8053922,1.4554509,1.717445,22.049234,12.719724,48.241776,-1.2938119,-11.7285595,-12.489531,9.143413
HG03139,AFR,312.1315,20.078638,-0.81513965,-0.009458217,-0.4402674,22.019047,11.482716,50.075237,6.080056,-14.3763895,-16.385885,-10.585493
HG03157,AFR,312.1833,22.01897,0.061880484,0.7378764,-3.5036027,18.364487,12.134768,44.574345,-0.101372615,-12.736491,-13.688774,3.1339495
HG03159,AFR,311.9896,22.946968,2.85161,1.6827874,-0.7623845,17.66012,8.942479,43.87943,-4.710336,-21.238573,-8.227776,5.3225203
HG03160,AFR,312.68872,23.34909,-0.030361366,-2.427084,-1.3260523,20.258247,13.883808,47.1989,-1.7729158,-13.255403,-2.6897998,-3.0001936
HG03162,AFR,311.7587,22.199722,0.779154,-0.5273666,-0.22485332,27.347626,10.046202,47.51006,1.9547168,-25.532532,5.104057,3.5427938
HG03163,AFR,311.23056,21.804941,0.5607085,-1.7977037,-0.7943779,23.163858,13.121462,51.578026,-2.4733562,-20.076721,11.821267,-19.916441
HG03166,AFR,312.5678,24.117966,-2.3013356,1.4296062,-1.5647936,21.348555,13.948641,49.23496,-1.0936472,-23.33175,0.0030670955,4.3037596
HG03168,AFR,310.68298,21.557583,-0.25077435,-0.8535333,-0.9964572,19.767323,9.27463,45.068726,-4.469065,-22.36397,6.672779,-1.5691504
HG03169,AFR,314.02393,23.428473,-0.55049324,0.50239426,0.22347248,16.251839,13.47724,41.904106,-1.7219908,-14.424425,0.16972333,-9.771308
HG03172,AFR,309.7262,22.211084,-0.9472247,-0.04076247,0.7596754,18.371805,11.021503,40.66094,4.1015434,-9.57455,-9.1903715,-5.018228
HG03175,AFR,316.02408,22.31495,0.22351678,0.066259384,3.2547536,17.69546,10.071236,50.733776,-5.852509,-3.0138981,6.775631,-0.4902267
HG03189,AFR,311.18497,24.786541,0.34614244,-1.2549994,0.46691003,15.0973625,11.547932,44.403206,-2.560022,-15.718834,3.2476697,1.4493651
HG03190,AFR,312.5439,23.546688,-1.9933844,-0.25545475,-3.1448164,21.443165,10.580152,47.189198,-2.2657897,-22.475424,-3.2391593,7.346898
HG03193,AFR,311.77295,23.40631,-1.2703097,0.43422034,-1.005466,21.28686,11.715478,48.91873,-0.41837972,-13.98794,0.7097226,-7.6147413
HG03195,AFR,313.98083,22.587275,3.32524,-1.0012856,-1.3297294,20.245815,12.606326,44.134575,1.0666783,-15.704081,-1.6845077,-6.880288
HG03196,AFR,309.0259,21.452057,-0.31571877,-2.0777454,-1.134467,22.323326,13.600861,45.528934,6.0547423,-16.806395,4.1735687,3.6249363
HG03198,AFR,311.16788,21.930384,-0.7069987,0.26736322,-2.2277746,20.799765,13.056878,50.4157,1.79978,-0.16097745,5.128569,-19.134863
HG03199,AFR,313.32935,19.969809,2.6016085,0.031618513,-0.41506758,19.218847,10.25411,46.444473,-0.06128424,-27.444815,-6.202336,-12.868967
HG03202,AFR,309.93542,23.136225,-0.100820675,-1.9615041,-3.4277062,24.642527,11.012957,43.514297,-2.2563558,-22.44115,3.6384795,3.5235806
HG03209,AFR,314.03702,23.143076,1.0699611,-0.7164627,0.11624241,-37.894043,-0.57272035,-5.2747517,-3.1691124,52.12893,2.5196521,28.405125
HG03212,AFR,312.98862,25.160751,-0.83532244,-0.34783524,0.9832465,-39.075413,2.0269017,-10.709442,-7.023206,55.30392,-1.9962412,19.752045
HG03224,AFR,312.54117,22.793201,-0.846115,0.76109225,-2.018913,-35.934616,2.5537024,-3.3568413,-1.063113,58.244217,-0.7608528,16.126219
HG03225,AFR,314.53604,22.030563,2.1210155,1.3386972,-1.719435,-35.120075,-3.8985457,-7.32843,-2.9931192,43.641632,0.078932226,3.2767274
HG03228,SAS,-95.633675,-33.766533,102.31766,39.085564,4.911385,0.42842627,0.27699608,0.53818923,-8.429903,0.70695394,3.6877306,-0.76904225
HG03229,SAS,-95.819916,-36.127823,100.57857,39.678207,-0.5497514,1.1630524,2.5242524,1.3855691,-12.888954,-4.4995184,-1.4988927,-0.4879781
HG03234,SAS,-93.69355,-63.951496,76.89451,26.634886,-0.84338695,-0.0019413743,4.6536174,-2.2396283,5.908075,4.557294,13.081832,-9.807765
HG03235,SAS,-95.53052,-62.20447,82.407486,29.541431,-0.65996253,1.4780128,0.37680912,-1.4495243,-1.1309237,1.6729736,11.800065,-6.284875
HG03237,SAS,-95.65609,-71.66137,71.00954,22.16441,-1.7531145,0.7711305,2.1056736,2.1013782,1.3562095,11.25633,19.588558,-8.977974
HG03238,SAS,-93.7538,-77.81747,68.12063,17.035692,2.890967,-0.042164426,-2.0067024,2.3401294,0.34918424,-2.4567413,12.071698,-0.90791315
HG03240,AFR,304.13168,20.606943,-0.23889922,-0.9465882,0.41177282,-69.50589,-11.244224,-38.87238,7.0674987,-32.568943,10.507877,-12.276326
HG03241,AFR,308.9692,21.391766,0.5054692,0.1863093,-1.8142684,-63.068306,-11.068371,-30.402222,2.6296613,-21.38247,19.138657,2.0567033
HG03246,AFR,296.41342,16.412373,-0.3090678,-2.2074082,-0.81836593,-71.14018,-15.836016,-39.578358,5.603839,-28.545086,22.355625,-23.89695
HG03247,AFR,301.6268,18.606834,1.6000782,-1.3213817,-1.5073752,-61.102425,-11.454848,-31.208418,3.0238578,-21.9443,9.416291,-17.836708
HG03258,AFR,302.99973,19.386482,-1.395675,-0.50035304,-0.30312207,-71.40048,-11.870297,-35.047443,-0.88208055,-34.479267,-2.0419693,-9.366832
HG03259,AFR,296.98862,18.835014,0.01013013,-1.4091053,1.2948669,-71.83414,-13.027941,-46.98556,-8.834395,-23.573263,-9.726882,-7.8936267
HG03265,AFR,315.30508,21.752186,-0.65424734,0.09478412,-1.4791889,18.486267,11.157935,48.60814,-0.19394274,-16.238089,6.772335,1.3597481
HG03267,AFR,311.19705,23.52863,-0.8452679,0.22235821,-0.9385228,20.710766,10.171562,49.105568,-6.022796,-5.049897,-18.870934,-3.8037248
HG03268,AFR,312.24503,22.111992,-1.2027377,0.89730877,-1.6337925,18.05846,11.774835,48.304874,-2.5558877,-21.985723,-1.1114415,-14.062274
HG03270,AFR,312.53714,23.070072,-0.9704914,-1.5068532,-2.1539154,20.189217,10.449035,45.331062,6.890205,-12.601331,8.570119,-7.06506
HG03271,AFR,314.74564,23.664244,0.58200437,-0.5905622,-2.2685215,19.443926,15.23349,51.418125,0.013893759,-29.518108,5.0161014,-15.08081
HG03279,AFR,309.90387,22.94993,1.4408494,0.017937763,1.3449705,19.646772,11.038589,49.161125,-0.1133118,-18.16243,2.4728346,-19.370289
HG03280,AFR,313.82727,21.516142,-1.0492,-1.0209965,-2.26863,18.492395,9.658646,44.9079,0.24625774,-28.191694,3.254028,6.8081307
HG03291,AFR,310.3322,22.460886,-0.5178675,-0.39821282,-1.0135779,18.448647,9.800127,45.66359,1.3207124,-12.316667,5.4277673,9.596576
HG03294,AFR,311.0748,23.859928,1.0715184,-0.6112771,-0.71993554,18.488926,12.157142,39.61307,3.9461157,-11.998859,-12.200559,8.823987
HG03295,AFR,311.90253,21.115252,-0.14519615,-0.22159266,-0.35829282,19.405678,11.111213,44.3092,0.9732509,-21.721138,-3.7815473,-20.538649
HG03297,AFR,312.34753,19.861736,-0.896348,0.26231766,-3.7832031,22.482317,9.556132,45.49049,-6.9014916,-10.406317,-2.9429965,-7.346672
HG03298,AFR,310.636,21.150827,1.1921623,0.03445987,-0.9548722,20.498095,10.36713,44.905193,0.13131635,-24.64998,-7.506155,-9.649414
HG03300,AFR,311.40088,23.23097,-0.061625432,0.2530708,-1.3506954,22.94925,10.914162,45.30819,1.569628,-23.661095,-0.7006353,-1.6783216
HG03301,AFR,313.71872,22.912266,0.9012515,-1.6500131,-4.084497,20.388956,11.821779,51.40596,1.090164,-12.574971,-5.8671503,3.6097322
HG03303,AFR,310.67993,20.93681,-0.8288861,-0.57989424,-1.4983771,18.63804,9.64771,44.05499,-5.095373,-15.438737,-9.573513,-2.1936946
HG03304,AFR,311.50974,21.350235,-0.83525527,-1.386919,-1.0808309,16.40242,11.295528,46.134357,-1.5193542,-8.02934,1.4195672,-3.5344138
HG03311,AFR,313.12787,22.839798,1.5995669,1.678716,-1.7604249,20.721441,9.900779,47.609325,-0.8748944,-13.08486,-9.02081,-8.168146
HG03313,AFR,308.51108,22.131853,-0.58065027,-0.10519637,-2.2026122,21.071337,8.583432,43.32306,5.082016,-4.6613965,-14.905914,-11.108389
HG03342,AFR,311.3481,23.051548,2.062689,1.8890176,-3.3966036,22.626806,11.530272,46.536404,3.037757,-22.43644,0.47393593,-4.856813
HG03343,AFR,314.4834,22.397604,1.3326974,2.6813705,-1.1993328,24.422739,13.006655,49.9145,1.83619,-38.790104,5.1352158,-3.7107587
HG03351,AFR,312.67688,21.47864,1.4234561,0.302726,0.7600112,20.054087,13.06873,43.709606,-2.9205244,-16.066818,-3.440859,-9.908229
HG03352,AFR,314.90115,21.320568,1.20117,1.9500273,-3.9522228,21.420954,12.452105,51.55092,0.56535363,-41.86062,3.3805547,-2.581413
HG03354,AFR,313.0743,23.250904,-0.61098427,1.4069201,1.2290951,21.78874,13.337524,42.71228,-5.158457,-23.740992,-1.5996944,-1.6786853
HG03363,AFR,311.2241,22.978252,0.058645792,1.1041678,0.49855268,23.97427,11.950051,47.195915,-3.1235988,-25.580143,7.6859922,-2.7476614
HG03366,AFR,315.34937,23.683231,0.6576206,3.3663976,-1.7072759,24.689402,13.381616,51.665924,0.045855142,-20.434244,-10.1715555,-1.9662097
HG03367,AFR,312.62457,20.542898,-0.31888714,-1.6183674,-1.5945175,19.29113,10.892738,54.801033,4.4115868,-26.431944,7.7724915,-5.9131413
HG03369,AFR,311.47852,21.63344,1.166391,-0.59676063,-3.8620021,17.30081,12.699867,42.00528,-6.0500374,-19.945593,0.54426885,-4.9320173
HG03370,AFR,314.68463,22.609838,1.7065659,2.1101694,-3.4037237,21.239956,11.283006,52.14923,2.1329782,-20.490751,-2.1750524,0.723099
HG03372,AFR,311.80698,21.547783,-0.6444073,-0.31416503,-3.8283408,21.975365,13.674671,55.55894,0.86765677,-14.713686,-2.315806,12.639846
HG03376,AFR,311.36105,21.435808,-0.19110914,2.6100433,-1.9013145,-35.78663,2.1968837,-0.33935356,-2.8100085,55.1681,0.90296555,21.122593
HG03378,AFR,312.71982,20.50668,1.1193565,1.7222259,-2.6740897,-36.39873,-0.83113253,-7.1535397,-4.117158,52.758266,-11.8863,23.479578
HG03380,AFR,311.12488,21.72268,2.5328069,1.6761395,-1.3093204,-36.3765,1.6123084,-10.569992,3.9161327,58.489986,-6.232398,13.33489
HG03382,AFR,309.21283,21.051575,0.69237465,0.27174398,0.8990549,-39.701275,0.057976887,-2.4706721,-2.679543,53.486744,-10.656971,14.990164
HG03385,AFR,310.43042,23.599419,-1.9187405,0.8286608,-2.9114647,-35.177322,-0.066296875,-8.542665,-6.654271,33.241253,2.2242227,12.845347
HG03388,AFR,310.93835,22.998629,0.6928168,-1.4011041,0.46027035,-44.534546,-1.7674176,-16.163582,-2.6971703,68.71583,-8.040798,18.36102
HG03391,AFR,312.02322,21.858936,3.441945,-0.35921985,1.0624677,-40.255825,0.21176116,-3.2649126,-0.60272807,58.777668,6.8056,20.319239
HG03394,AFR,313.44327,20.963087,-0.25956663,0.2521858,-2.909657,-38.54595,0.66441166,-5.4090123,-0.2434469,42.688248,2.0782914,4.025525
HG03397,AFR,310.57922,20.753323,-1.4352269,-0.70163405,-2.7203772,-40.97747,-1.7254695,-10.45311,-2.5872772,49.385513,-13.843096,-0.28411257
HG03401,AFR,313.36423,20.95588,-0.41497168,-0.9781145,0.762967,-39.387802,-0.46102613,-10.919798,0.6688878,32.360497,-2.3147342,9.636732
HG03410,AFR,312.21967,20.916082,1.025974,3.0958567,-1.8082967,-41.961727,-2.2195919,-3.255797,-3.7645698,44.203144,-5.080518,21.941721
HG03419,AFR,309.18393,22.416212,1.7600927,-0.5609147,0.91003704,-37.13631,-0.083725765,-7.210174,-4.7785115,50.88142,-2.4150877,22.494808
HG03428,AFR,310.9371,23.795235,1.1793209,1.0498246,1.8955112,-44.70046,-4.932136,-16.78864,-8.905525,59.88024,1.214519,1.408102
HG03432,AFR,308.9225,21.266584,1.5925362,0.8493089,-1.9784656,-35.96661,-2.7627978,-12.925275,-3.150406,35.496723,0.9056499,0.7522348
HG03433,AFR,313.97495,22.006132,0.82693636,2.5637283,1.2926106,-39.287296,-3.4754505,-13.229649,-1.8250483,32.56487,1.1374862,14.47408
HG03436,AFR,311.73163,22.451836,-0.9595387,-0.6989238,-1.6288283,-43.880707,-2.3387475,-9.385854,-8.801251,47.16756,-10.945897,12.813498
HG03437,AFR,308.0765,23.5757,2.092168,0.17846094,1.3882844,-41.7857,-3.4383237,-18.278658,3.6295686,13.803433,0.65474695,-2.2544763
HG03439,AFR,310.61786,23.63208,-0.45403227,2.166252,0.41618413,-45.84712,1.2846165,-9.644154,-0.60744834,62.72172,-6.729657,25.056412
HG03442,AFR,308.92776,21.619333,0.5496711,1.524568,-2.6030045,-40.491856,1.0833079,-6.881174,-3.4608295,54.784683,-5.6978517,29.73969
HG03445,AFR,311.46927,21.365927,1.9146978,0.12411856,0.740422,-36.9232,-4.930917,-12.524218,-4.7649765,49.409122,0.14668658,19.383509
HG03446,AFR,311.48083,21.795479,0.09766738,1.0823824,0.15761209,-43.264412,-1.9872518,-9.537395,4.8924975,48.953705,-9.082174,16.99603
HG03449,AFR,311.71353,21.221882,-0.41234422,-1.8778325,-1.0784606,-40.65489,-0.9620801,-7.4128184,-2.0460525,54.644146,-13.564945,21.210299
HG03451,AFR,314.1453,22.147512,-0.92047554,-0.79096335,-0.8731297,-39.26166,-0.013363716,-12.373382,4.4389234,45.31565,5.048677,6.3776073
